Time [s],Data
2.818744000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.842628000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.866512000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.890396000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.914280000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.938168000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.962044000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.985932000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.009816000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.033700000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.057580000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.081464000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.105348000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.129228000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.153112000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.176992000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.200872000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.224756000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.248640000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.272520000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.296404000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.320284000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.344168000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.368056000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.391940000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.415824000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.439712000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.463596000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.487476000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.511360000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.535240000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.559120000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.583008000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.606892000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.630772000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.654652000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.678536000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.702420000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.726308000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.750192000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.774072000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.797956000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.821840000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.845720000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.869608000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.893488000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.917372000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.941256000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.965144000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
3.989020000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.012908000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.036788000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.060672000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.084560000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.108444000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.132324000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.156208000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.180096000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.203976000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.227852000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.251740000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.275624000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.299504000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.323384000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.347256000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.371136000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.395020000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.418908000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.442792000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.466656000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.490536000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.514416000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.538280000000000,0b  1111  1110  0100  0000  0000  1111  0010  1100
4.562164000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.586036000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.609904000000000,0b  1111  1110  0100  1000  0000  1111  0000  1100
4.633784000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.657652000000000,0b  1111  1110  0100  0000  0000  1111  0010  1100
4.681536000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.705404000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.729276000000000,0b  1111  1110  0100  1000  0000  1111  0000  1100
4.753160000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.777024000000000,0b  1111  1110  0100  0000  0000  1111  0010  1100
4.800908000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.824776000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.848652000000000,0b  1111  1110  0100  1000  0000  1111  0000  1100
4.872528000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.896404000000000,0b  1111  1110  0100  0000  0000  1111  0010  1100
4.920284000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.944156000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
4.968032000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
