Time [s],Data
0.000916000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.024800000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.048684000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.072568000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.096452000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.120332000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.144212000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.168100000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.191976000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.215864000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.239748000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.263628000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.287512000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.311396000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.335276000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.359160000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.383048000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.406924000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.430812000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.454688000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.478568000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.502448000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.526332000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.550220000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.574104000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.597988000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.621872000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.645752000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.669632000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.693516000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.717404000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.741288000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.765172000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.789056000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.812940000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.836820000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.860700000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.884584000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.908472000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.932356000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.956236000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
0.980116000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.004000000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.027884000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.051756000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.075640000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.099524000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.123404000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.147284000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.171148000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.195028000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.218912000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.242780000000000,0b  1111  1110  0100  0000  0000  1111  0010  1100
1.266664000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.290536000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.314416000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.338300000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.362168000000000,0b  1111  1110  0100  0000  0000  1111  0010  1100
1.386044000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.409912000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.433784000000000,0b  1111  1110  0100  1000  0000  1111  0000  1100
1.457668000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.481536000000000,0b  1111  1110  0100  0000  0000  1111  0010  1100
1.505420000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.529292000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.553160000000000,0b  1111  1110  0100  1000  0000  1111  0000  1100
1.577044000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.600912000000000,0b  1111  1110  0100  0000  0000  1111  0010  1100
1.624796000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.648668000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.672540000000000,0b  1111  1110  0100  1000  0000  1111  0000  1100
1.696424000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.720308000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.744196000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.768064000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.791944000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.815824000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.839708000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.863576000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.887448000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.911332000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.935216000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.959096000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
1.982964000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.006836000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.030720000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.054588000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.078472000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.102340000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.126212000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.150096000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.173960000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.197844000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.221720000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.245584000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.269468000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.293336000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.317216000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.341096000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.364964000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.388852000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.412728000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.436612000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.460500000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.484384000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.508268000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.532148000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.556032000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.579916000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.603800000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.627680000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.651564000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.675452000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.699336000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.723220000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.747100000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.770984000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
2.794864000000000,0b  1111  1110  0100  0100  0000  1111  0011  1100
