Time [s],Data
0.000916000000000,0xFE440F3C
0.024800000000000,0xFE440F3C
0.048684000000000,0xFE440F3C
0.072568000000000,0xFE440F3C
0.096452000000000,0xFE440F3C
0.120332000000000,0xFE440F3C
0.144212000000000,0xFE440F3C
0.168100000000000,0xFE440F3C
0.191976000000000,0xFE440F3C
0.215864000000000,0xFE440F3C
0.239748000000000,0xFE440F3C
0.263628000000000,0xFE440F3C
0.287512000000000,0xFE440F3C
0.311396000000000,0xFE440F3C
0.335276000000000,0xFE440F3C
0.359160000000000,0xFE440F3C
0.383048000000000,0xFE440F3C
0.406924000000000,0xFE440F3C
0.430812000000000,0xFE440F3C
0.454688000000000,0xFE440F3C
0.478568000000000,0xFE440F3C
0.502448000000000,0xFE440F3C
0.526332000000000,0xFE440F3C
0.550220000000000,0xFE440F3C
0.574104000000000,0xFE440F3C
0.597988000000000,0xFE440F3C
0.621872000000000,0xFE440F3C
0.645752000000000,0xFE440F3C
0.669632000000000,0xFE440F3C
0.693516000000000,0xFE440F3C
0.717404000000000,0xFE440F3C
0.741288000000000,0xFE440F3C
0.765172000000000,0xFE440F3C
0.789056000000000,0xFE440F3C
0.812940000000000,0xFE440F3C
0.836820000000000,0xFE440F3C
0.860700000000000,0xFE440F3C
0.884584000000000,0xFE440F3C
0.908472000000000,0xFE440F3C
0.932356000000000,0xFE440F3C
0.956236000000000,0xFE440F3C
0.980116000000000,0xFE440F3C
1.004000000000000,0xFE440F3C
1.027884000000000,0xFE440F3C
1.051756000000000,0xFE440F3C
1.075640000000000,0xFE440F3C
1.099524000000000,0xFE440F3C
1.123404000000000,0xFE440F3C
1.147284000000000,0xFE440F3C
1.171148000000000,0xFE440F3C
1.195028000000000,0xFE440F3C
1.218912000000000,0xFE440F3C
1.242780000000000,0xFE400F2C
1.266664000000000,0xFE440F3C
1.290536000000000,0xFE440F3C
1.314416000000000,0xFE440F3C
1.338300000000000,0xFE440F3C
1.362168000000000,0xFE400F2C
1.386044000000000,0xFE440F3C
1.409912000000000,0xFE440F3C
1.433784000000000,0xFE480F0C
1.457668000000000,0xFE440F3C
1.481536000000000,0xFE400F2C
1.505420000000000,0xFE440F3C
1.529292000000000,0xFE440F3C
1.553160000000000,0xFE480F0C
1.577044000000000,0xFE440F3C
1.600912000000000,0xFE400F2C
1.624796000000000,0xFE440F3C
1.648668000000000,0xFE440F3C
1.672540000000000,0xFE480F0C
1.696424000000000,0xFE440F3C
1.720308000000000,0xFE440F3C
1.744196000000000,0xFE440F3C
1.768064000000000,0xFE440F3C
1.791944000000000,0xFE440F3C
1.815824000000000,0xFE440F3C
1.839708000000000,0xFE440F3C
1.863576000000000,0xFE440F3C
1.887448000000000,0xFE440F3C
1.911332000000000,0xFE440F3C
1.935216000000000,0xFE440F3C
1.959096000000000,0xFE440F3C
1.982964000000000,0xFE440F3C
2.006836000000000,0xFE440F3C
2.030720000000000,0xFE440F3C
2.054588000000000,0xFE440F3C
2.078472000000000,0xFE440F3C
2.102340000000000,0xFE440F3C
2.126212000000000,0xFE440F3C
2.150096000000000,0xFE440F3C
2.173960000000000,0xFE440F3C
2.197844000000000,0xFE440F3C
2.221720000000000,0xFE440F3C
2.245584000000000,0xFE440F3C
2.269468000000000,0xFE440F3C
2.293336000000000,0xFE440F3C
2.317216000000000,0xFE440F3C
2.341096000000000,0xFE440F3C
2.364964000000000,0xFE440F3C
2.388852000000000,0xFE440F3C
2.412728000000000,0xFE440F3C
2.436612000000000,0xFE440F3C
2.460500000000000,0xFE440F3C
2.484384000000000,0xFE440F3C
2.508268000000000,0xFE440F3C
2.532148000000000,0xFE440F3C
2.556032000000000,0xFE440F3C
2.579916000000000,0xFE440F3C
2.603800000000000,0xFE440F3C
2.627680000000000,0xFE440F3C
2.651564000000000,0xFE440F3C
2.675452000000000,0xFE440F3C
2.699336000000000,0xFE440F3C
2.723220000000000,0xFE440F3C
2.747100000000000,0xFE440F3C
2.770984000000000,0xFE440F3C
2.794864000000000,0xFE440F3C
2.818744000000000,0xFE440F3C
2.842628000000000,0xFE440F3C
2.866512000000000,0xFE440F3C
2.890396000000000,0xFE440F3C
2.914280000000000,0xFE440F3C
2.938168000000000,0xFE440F3C
2.962044000000000,0xFE440F3C
2.985932000000000,0xFE440F3C
3.009816000000000,0xFE440F3C
3.033700000000000,0xFE440F3C
3.057580000000000,0xFE440F3C
3.081464000000000,0xFE440F3C
3.105348000000000,0xFE440F3C
3.129228000000000,0xFE440F3C
3.153112000000000,0xFE440F3C
3.176992000000000,0xFE440F3C
3.200872000000000,0xFE440F3C
3.224756000000000,0xFE440F3C
3.248640000000000,0xFE440F3C
3.272520000000000,0xFE440F3C
3.296404000000000,0xFE440F3C
3.320284000000000,0xFE440F3C
3.344168000000000,0xFE440F3C
3.368056000000000,0xFE440F3C
3.391940000000000,0xFE440F3C
3.415824000000000,0xFE440F3C
3.439712000000000,0xFE440F3C
3.463596000000000,0xFE440F3C
3.487476000000000,0xFE440F3C
3.511360000000000,0xFE440F3C
3.535240000000000,0xFE440F3C
3.559120000000000,0xFE440F3C
3.583008000000000,0xFE440F3C
3.606892000000000,0xFE440F3C
3.630772000000000,0xFE440F3C
3.654652000000000,0xFE440F3C
3.678536000000000,0xFE440F3C
3.702420000000000,0xFE440F3C
3.726308000000000,0xFE440F3C
3.750192000000000,0xFE440F3C
3.774072000000000,0xFE440F3C
3.797956000000000,0xFE440F3C
3.821840000000000,0xFE440F3C
3.845720000000000,0xFE440F3C
3.869608000000000,0xFE440F3C
3.893488000000000,0xFE440F3C
3.917372000000000,0xFE440F3C
3.941256000000000,0xFE440F3C
3.965144000000000,0xFE440F3C
3.989020000000000,0xFE440F3C
4.012908000000000,0xFE440F3C
4.036788000000000,0xFE440F3C
4.060672000000000,0xFE440F3C
4.084560000000000,0xFE440F3C
4.108444000000000,0xFE440F3C
4.132324000000000,0xFE440F3C
4.156208000000000,0xFE440F3C
4.180096000000000,0xFE440F3C
4.203976000000000,0xFE440F3C
4.227852000000000,0xFE440F3C
4.251740000000000,0xFE440F3C
4.275624000000000,0xFE440F3C
4.299504000000000,0xFE440F3C
4.323384000000000,0xFE440F3C
4.347256000000000,0xFE440F3C
4.371136000000000,0xFE440F3C
4.395020000000000,0xFE440F3C
4.418908000000000,0xFE440F3C
4.442792000000000,0xFE440F3C
4.466656000000000,0xFE440F3C
4.490536000000000,0xFE440F3C
4.514416000000000,0xFE440F3C
4.538280000000000,0xFE400F2C
4.562164000000000,0xFE440F3C
4.586036000000000,0xFE440F3C
4.609904000000000,0xFE480F0C
4.633784000000000,0xFE440F3C
4.657652000000000,0xFE400F2C
4.681536000000000,0xFE440F3C
4.705404000000000,0xFE440F3C
4.729276000000000,0xFE480F0C
4.753160000000000,0xFE440F3C
4.777024000000000,0xFE400F2C
4.800908000000000,0xFE440F3C
4.824776000000000,0xFE440F3C
4.848652000000000,0xFE480F0C
4.872528000000000,0xFE440F3C
4.896404000000000,0xFE400F2C
4.920284000000000,0xFE440F3C
4.944156000000000,0xFE440F3C
4.968032000000000,0xFE440F3C
